LEVEL	HANZI	PINYIN	MEANING	EXAMPLE
4	爱情	aìqíng	love			due@2023-12-22 21:59:21
4	心情	xīnqíng	mood/frame of mind			
2	事情	shìqíng	matter/event/business/thing     安全是最重要的事情。  (事=thing)			
4	情况	qíngkuàng	situation	情况可能有变。	(况=situation, syn: 状况 zhuàngkuàng)		
4	精彩	jīngcǎi	wonderful/brilliant			due@2023-12-22 21:59:39
4	猜	cāi	guess/suspect			due@2023-12-22 22:10:56
3	故事	gùshi	story		deck#2	due@2023-12-31 19:59:38
4	建议	jiànyì	propose			due@2023-12-22 21:48:17
5	建设	jiànshè	build			due@2023-12-22 13:36:01
1	热	rè	hot/warm	今天天气很热。	deck#4	due@2024-01-18 19:51:36
3	热情	rèqíng	passion (n), enthousiastic (a)		deck#3	due@2023-12-28 11:07:24
6	热门	rèmén	popular			due@2023-12-22 13:25:58
1	去	qù	to go / past (a)		deck#4	due@2024-01-21 21:50:33
4	丢	diù	to lose/throw away		deck#3	due@2024-01-13 11:18:04
2	出	chū	to exit / go out		deck#4	due@2024-01-21 22:00:36
1	人	rén	person/people		deck#5	due@2024-03-21 13:40:42
1	认识	rènshi	to know (connaître)	他们认识你吗？	deck#3	due@2023-12-28 11:04:49
3	认为	rènwéi	to think	我认为你说得对。	(syn: 以为 yǐwéi 4)	deck#3	due@2024-01-06 20:02:27
3	认真	rènzhēn	serious		deck#3	due@2024-01-06 20:05:04
6	认可	rènkě	endorse/approve			due@2023-12-22 22:01:54
4	各	gè	each/particular			
5	各自	gèzì	each (their own)			due@2023-12-22 13:20:31
6+	各种	gèzhǒng	of various kinds			due@2023-12-22 22:12:30
3	客人	kèrén	guest, customer		deck#3	due@2023-12-31 15:31:28
4	客厅	kètīng	living room			
6	客户	kèhù	customer			
5+	客气	kèqi	polite			due@2023-12-22 22:08:56
4	价格	jiágè	price			
2	介绍	jièshào	to introduce		deck#3	due@2024-01-13 11:20:20
4	假	jiǎ;jià	false/artificial/if/borrow;vacation			due@2023-12-22 21:46:51
1	三	sān	three		deck#4	due@2024-01-21 22:10:59
1	上	shàng	go up/on/last		deck#6	due@2024-12-16 13:28:41
1	上午	shàngwǔ	morning		deck#2	due@2023-12-31 20:00:17
2	晚上	wǎnshàng	evening		deck#5	due@2024-03-18 19:11:47
2	上班	shàngbān	go to work		deck#3	due@2023-12-29 22:11:55
2	件	jiàn	MW for things, clothes, and items		deck#3	due@2023-12-30 14:25:05
1	谁	shéi	who/someone			
2	准备	zhǔnbèi	to prepare	我需要准备几个杯子?	deck#4	due@2024-01-18 19:43:55
5	准时	zhǔnshí	on time			due@2023-12-22 13:41:37
2	往	wǎng	to go (in a direction); towards; in the past			due@2023-12-22 22:12:36
1	什么	shénme	what/something/anything			
2	为什么	wèishénme	why		deck#4	due@2024-01-21 21:48:48
1	十	shí	ten		deck#3	due@2023-12-30 14:35:18
！	土	tǔ	soil/ground/land			
！	士	shì	soldier/scholar		deck#3	due@2024-01-13 11:21:54
4	压力	yālì	pressure/burden/stress			due@2023-12-22 22:07:44
！	心	xīn	heart		deck#3	due@2023-12-30 14:37:27
3	必须	bìxū	must	你必须等这儿。	必=certainly	deck#2	due@2023-12-31 20:03:41
1	是	shì	to be		deck#6	due@2024-09-01 15:06:54
2	走	zǒu	to walk/go	他必须得走  .		
!	足	zú	foot		deck#3	due@2024-01-06 20:03:56
3	一定	yīdìng	certainly		deck#3	due@2024-01-13 11:26:05
!	起	qǐ	to rise/form		deck#4	due@2024-01-29 19:43:31
2	一起	yìqǐ	together, the same place			
3+	起立	qǐlì	to stand up		deck#3	due@2023-12-31 15:21:48
2+	起来	qǐlái	to get up			
2	起床	qǐchuáng	to get out of bed		deck#3	due@2024-01-06 20:00:46
3	起飞	qǐfēi	take off (flying)			due@2023-12-22 22:02:10
1	对不起	duìbùqǐ	sorry		deck#3	due@2023-12-29 21:37:02
!	立	lì	stand/upright/immediately		deck#3	due@2024-01-06 19:43:28
3	站	zhàn	to stand/station		deck#3	due@2023-12-31 15:25:20
3	位	wèi	MW for people		deck#4	due@2024-02-05 11:19:07
4	拉	lā	pull/transport/help			
3	接	jiē	receive/connect/catch		deck#2	due@2023-12-25 15:20:56
4	倍	bèi	double/times		deck#2	due@2024-01-07 11:19:46
4	陪	péi	go with/accompany/assist			due@2023-12-22 21:56:52
3	接受	jiēshòu	accept/receive		deck#2	due@2023-12-25 15:17:18
!	文	wén	writing		deck#3	due@2023-12-31 15:28:56
1	书	shū	to write (v), book (n), letter (n)		deck#3	due@2023-12-30 14:28:27
1	说	shuō	to say/speak		deck#4	due@2024-01-29 19:39:14
2	说话	shuōhuà	to talk/to chat		deck#4	due@2024-01-21 13:24:08
2	告诉	gàosù	to tell		deck#3	due@2023-12-26 19:28:42
!	舌	shé	tongue		deck#3	due@2024-01-06 20:05:43
!	活	huó	live/life		deck#3	due@2023-12-29 13:44:58
!	话	huà	speech/talk/words		deck#4	due@2024-01-20 11:26:32
3	刮风	guāfēng	wind blows	今天刮风。		due@2023-12-22 22:11:27
1	岁	suì	years old	我32岁	deck#5	due@2024-03-20 10:56:34
4	死	sì	to die; dead;		deck#3	due@2024-01-07 18:08:40
4	梦	mèng	dream		deck#2	due@2024-01-07 11:19:38
5	梦想	mèngxiǎng	dream			due@2023-12-22 22:02:41
3	碗	wǎn	bowl		deck#3	due@2024-01-06 20:03:10
2	也	yě	also		deck#3	due@2023-12-30 14:36:22
3	世界	shìjiè	world		deck#3	due@2023-12-29 21:53:37
1	他	tā	he		deck#4	due@2024-01-21 22:10:12
1	他们	tāmen	they		deck#4	due@2024-01-29 20:02:48
1	她	tā	she		deck#4	due@2024-01-21 21:59:23
2	它	tā	it		deck#4	due@2024-01-18 19:12:20
3	地	de	particle			
3	地	dì	place,land,earth,location		deck#3	due@2024-01-06 20:34:16
3	地方	dìfang	place,location,room		deck#4	due@2024-01-20 10:55:25
3	地图	dìtú	map	这张地图很大。	deck#4	due@2024-01-18 19:06:40
5	地区	dìqū	district/area		deck#3	due@2024-01-06 20:32:31
1	听	tīng	to listen		deck#4	due@2024-02-05 11:16:57
1	喂	wéi	hello (on phone)			
1	五	wǔ	five		deck#6	due@2024-12-15 11:05:24
1	喜欢	xǐhuan	to like			
1	下	xià	down/under/last		deck#4	due@2024-01-21 22:12:18
1	下午	xiàwǔ	afternoon		deck#3	due@2023-12-30 13:57:23
1	下雨	xiàyǔ	rain (v)		deck#4	due@2024-01-29 19:43:37
2	一下	yíxià	at once		deck#3	due@2023-12-28 11:07:04
4	无	wú	without/no/not		deck#2	due@2024-01-07 11:26:46
4+	无视	wúshì	ignore/disregard			due@2023-12-22 21:58:13
4	无论	wúlùn	no matter what			
3	先	xiān	earlier/late/first		deck#4	due@2024-01-21 13:40:40
1	先生	xiānsheng	mister		deck#4	due@2024-01-21 13:25:24
6	先进	xiānjìn	advanced			
6	先前	xiānqián	the past			due@2023-12-22 21:50:27
3	选择	xuǎnzé	to choose		deck#3	due@2023-12-29 13:52:58
1	学生	xuésheng	student		deck#4	due@2024-01-21 13:17:20
2	生日	shēngrì	birthday		deck#6	due@2024-12-15 11:01:44
4	生活	shēnghuó	life/live		deck#3	due@2023-12-29 13:25:35
2	生病	shēngbìng	get ill/sick	因为她生病了，所以她会去医院。	deck#4	due@2024-01-20 11:07:11
3	生气	shēngqì	get angry		deck#3	due@2024-01-13 11:22:04
1	医生	yīshēng	doctor		deck#5	due@2024-03-20 11:07:15
1	医院	yīyuàn	hospital			
2	药	yào	medicine			
4	大约	dàyuē	approximately/probably			due@2023-12-22 13:29:32
4	约会	yuēhuì	(make an) appointment			due@2023-12-22 22:04:43
2	因为	yīnwèi	because			
3+	困	kùn	sleepy		deck#2	due@2023-12-25 15:31:20
4	原因	yuányīn	reason		deck#2	due@2023-12-25 15:29:06
4	原来	yuánlái	original/all along	他爷爷原来是财主	deck#3	due@2023-12-28 10:58:18
3+	园	yuán	garden/park		deck#3	due@2024-01-13 11:24:56
1	想	xiǎng	think, want to			
5	思想	sīxiǎng	thought/idea			due@2023-12-22 22:11:01
2	意思	yìsi	meaning/idea/interest		deck#3	due@2024-01-06 20:02:05
4	意见	yìjiàn	opinion/objection	按我的意见..		due@2023-12-22 22:02:32
3+	有意思	yǒuyìsi	interesting		deck#4	due@2024-01-18 19:48:50
5	思考	sīkǎo	think (cognitive process)		deck#2	due@2023-12-31 19:50:39
4	考虑	kǎolǚ	consider			
3	注意	zhùyì	be careful/pay attention		deck#3	due@2023-12-30 14:29:30
4	主意	zhǔyi	plan/idea/decision			due@2023-12-22 21:44:41
1	小	xiǎo	small		deck#5	due@2024-03-21 13:36:38
1	小姐	xiǎojiě	miss			
2	小时	xiǎoshí	hour		deck#4	due@2024-01-29 19:59:28
4	小说	xiǎoshūo	novel		deck#4	due@2024-02-05 11:15:20
5	小学	xiǎoxué	school			
3	小心	xiǎoxīn	careful	你应该要更小心。	deck#4	due@2024-01-18 19:06:12
1	少	shǎo	few/little		deck#4	due@2024-01-20 11:36:44
5	吵	chǎo	noisy/quarrel			due@2023-12-22 22:06:10
5	抄	chāo	copy			
1	些	xiē	some/a little (MW)		deck#3	due@2023-12-30 14:34:08
1	写	xiě	to write			
1	谢谢	xièxiè	thanks			
1	星期	xīngqī	week	这星期我很忙。		
1+	星	xīng	star		deck#3	due@2023-12-31 15:09:03
3+	期待	qīdài	look forward to			due@2023-12-22 13:24:04
！	周	zhōu	circle/week		deck#4	due@2024-01-20 10:54:18
3	周末	zhōumò	weekend		deck#3	due@2023-12-31 15:22:51
3	周围	zhōuwéi	vicinity/environment		deck#2	due@2023-12-25 15:23:13
1	一	yī	one			
1	一点儿	yìdiǎnr	a little bit/some			
2	第一	dìyī	first		deck#4	due@2024-01-21 13:25:21
5+	牙	yá	tooth		deck#3	due@2023-12-31 15:27:12
1	衣服	yīfu	clothes		deck#3	due@2023-12-30 13:58:16
5++农场	nóngchǎng	farm				due@2023-12-22 22:01:39
2	穿	chuān	to wear/put on		deck#3	due@2023-12-31 15:16:38
6	袭击	xíjī	attack			due@2023-12-22 22:09:03
!	求	qiú	request/demand			due@2023-04-24 21:57:41
4	要求	qiú	request/demand			due@2023-12-22 21:55:33
3+	球	qiú	ball/sphere	球是圆的。	deck#3	due@2024-01-13 11:17:09
4+	足球	zúqiú	football			
4+	篮球	lánqiú	basketball		deck#3	due@2023-12-28 11:33:46
1	椅子	yǐzi	chair		deck#4	due@2024-01-18 19:11:38
1	桌子	zhuōzi	table			
1	有	yǒu	to have		deck#4	due@2024-01-21 22:10:16
1	月	yuè	moon/month		deck#5	due@2024-03-21 13:19:08
3	月亮	yuèliàng	moon			
2	再	zài	again/then/until		deck#4	due@2024-02-05 11:17:40
1	再见	zàijiàn	goodbye			
1	在	zài	at		deck#6	due@2024-12-13 19:41:39
1	住	zhù	live		deck#4	due@2024-01-21 13:47:59
!	主	zhǔ	master/main/owner/host		deck#2	due@2023-12-25 15:32:12
3	主要	zhùyào	major/main (a)		deck#3	due@2023-12-31 15:24:55
1	怎么	zěnme	how		deck#3	due@2023-12-29 21:57:56
1	怎么样	zěnmeyang	how			
1	字	zì	character		deck#4	due@2024-01-21 21:51:05
3	词	cí	word		deck#3	due@2023-12-31 15:29:13
3	句子	jùzi	sentence		deck#3	due@2024-01-06 19:42:02
4	语言	yǔyán	language		deck#5	due@2024-03-18 19:42:37
？	信	xìn	letter (n), to believe (v)			
3+	英语	yīngyǔ	English		deck#4	due@2024-01-29 20:32:24
3+	法语	fǎyǔ	French		deck#4	due@2024-02-05 11:22:32
4	语法	yǔfǎ	grammar			
3	文化	wénhuà	culture	在我们的文化中,他很奇怪的人。	deck#4	due@2024-01-20 10:54:13
3	变化	biànhuà	change (v/n)			
3	花	huā	flower/spent(v)		deck#3	due@2024-01-13 11:23:28
3+	华	huá	magnificent,prosperous,grey,Chinese		deck#3	due@2024-01-13 11:25:05
1	坐	zuò	to sit			
1	做	zuò	to do/make		deck#3	due@2023-12-29 13:34:10
2	就	jiù	then, just;only; at once		deck#4	due@2024-01-20 11:00:31
&	就是	jiùshì	exactly, really, only, even if		deck#3	due@2024-01-07 18:10:21
2	要	yào	want/should/need		deck#4	due@2024-01-23 15:08:18
3	需要	xūyào	need		deck#3	due@2024-01-13 11:15:36
3	要求	yàoqiú	to demand,request			
4	只要	zhǐyào	so long as			due@2023-12-22 13:45:55
4	要是	yàoshì	if		deck#3	due@2023-12-31 15:16:26
2	知道	zhīdào	to know	我真的不知道	道=road/way	deck#4	due@2024-01-20 11:28:09
4	知识	zhīshi	knowledge		deck#2	due@2024-01-07 11:21:08
3	街道	jiēdào	street			
4	道歉	dàoqiàn	apologize			due@2023-12-22 22:08:54
3	楼	lóu	building		deck#2	due@2023-12-25 15:12:37
2	吧	ba	suggestion particle		deck#4	due@2024-01-20 10:56:50
3	把	bǎ	hold/take (also shifts obj before verb)			
3	爬上	páshàng	climb		deck#3	due@2024-01-13 11:27:18
2	对	duì	correct, towards，yes		deck#5	due@2024-03-18 19:12:16
3	讨厌	tǎoyàn	to hate/dislike/disgusting			due@2023-12-22 13:29:26
3	讨论	tǎolùn	discuss/discussion		deck#2	due@2023-12-25 15:17:30
6	评论	pínglùn	comment/review			
5	议论	yìlùn	discuss/talk			due@2023-12-22 21:38:18
&	付	fù	hand over/pay		deck#3	due@2023-12-31 15:09:41
4	付款	fùkuǎn	to pay			due@2023-12-22 13:14:39
2	过	guò	past/completion participle		deck#3	due@2023-12-30 14:43:14
3	过去	guòqù	the past		deck#4	due@2024-02-05 11:19:02
4	衬衫	chènshān	shirt			due@2023-12-22 22:06:24
&	计	jì	calculate		deck#3	due@2024-01-06 20:04:47
5	计算	jìsuàn	calculate/plan/scheme			due@2023-12-22 13:50:10
4	计划	jìhuà	plan/project/program			due@2023-12-22 21:48:27
1	杯子	bēizi	cup/glass		deck#4	due@2024-01-29 19:49:16
4	怀疑	huáiyí	doubt/suspect			due@2023-12-22 22:08:52
5	怀孕	huáiyùn	be pregnant			
2	还	hái	still/yet		deck#4	due@2024-01-21 21:55:55
3	还是	háishi	or		deck#4	due@2024-02-05 11:17:31
3	还	huán	to return, to repay		deck#3	due@2024-01-13 11:21:49
6	还原	huányuán	restore/reduce			due@2023-12-22 21:55:45
3	坏	huài	bad/broken/spoilt	他说汉语说得很坏。	deck#4	due@2024-01-20 11:01:13
2	让	ràng	let,by (prep, spanish por)	让我帮助你们	deck#4	due@2024-01-20 10:57:44
2	给	gěi	give			
2	得	děǐ	must/need to;		deck#3	due@2023-12-31 15:16:44
2	得	de	complement particle		deck#3	due@2024-01-06 20:02:11
2	真	zhēn	real/true			
4	真正	zhēnzhèng	true		deck#3	due@2024-01-13 11:25:41
!	止	zhǐ	stop/end/only		deck#3	due@2023-12-29 13:54:43
!	正	zhèng	straight/upright		deck#3	due@2023-12-31 15:08:32
4	正式	zhèngshì	official			due@2023-12-22 22:07:41
4	正常	zhèngcháng	normal			due@2023-12-22 21:36:20
5	政府	zhèngfǔ	government	是政府的错误	deck#2	due@2024-01-07 11:20:52
4	禁止	jìnzhǐ	forbid/prohibit			due@2023-12-22 22:10:33
&	吸烟	xīyān	to smoke			
3	声音	shēngyīn	voice/sound		deck#5	due@2024-03-20 11:01:32
5	声调	shēngdiào	tone			due@2023-12-22 22:01:35
3	音乐	yīnyuè	music			
5	拼音	pīnyīn	pinyin			
4	普遍	pǔbiàn	common/commonly			due@2023-12-22 13:49:38
4+	普通	pǔtōng	common/ordinary		deck#2	due@2023-12-25 15:33:06
3	普通话	pǔtōnghuà	Mandarin		deck#4	due@2024-01-18 19:09:48
5	首	shǒu	head/leader/first		deck#3	due@2024-01-13 11:18:11
4	首先	shǒuxiān	first/to begin with			
2	可以	kěyǐ	possible		deck#4	due@2024-01-21 21:55:41
2	所以	suǒyǐ	so/therefore		deck#3	due@2023-12-31 15:32:02
3	以前	yǐqián	before (temporal)		deck#4	due@2024-02-05 11:19:58
&	以后	yǐhòu	after (temporal)		deck#4	due@2024-02-05 11:21:43
4	以为	yǐwèi	to think		deck#2	due@2024-01-07 11:24:12
5	以来	yǐlái	since			due@2023-12-22 13:51:41
5	以及	yǐjí	..as well as..			due@2023-12-22 13:40:32
&	前边	qiánbiàn	in front of			
&	前进	qiánjìn	advance/make progress			due@2023-12-22 22:11:42
5	偷	tōu	steal			
3	河	hé	river		deck#3	due@2023-12-30 14:39:58
&	湖	hú	lake		deck#3	due@2023-12-28 11:32:41
&	胡子	húzi	moustache/beard			
2	别	bié	other  / don't ..!		deck#4	due@2024-01-30 18:11:12
&	别的	biéde	other,others (pron), otherwise		他不想要别的东西了。	deck#4	due@2024-01-18 19:53:25
3	特别	tèbié	peculiar/exceptional (a, adv), especially		deck#3	due@2024-01-06 19:38:47
3	别人	biérén	others			
2	已经	yǐjing	already	已经是时候回去了。	(已=already/stop)		
3	记得	jìde	to remember	我记得你了。	syn: 记忆	deck#3	due@2023-12-26 19:05:25
3	忘记	wàngjì	to forget	我我永远不忘记你。	忘=forget	deck#3	due@2023-12-31 15:24:43
4	记者	jìzhě	journalist			
3	经过	jìngguò	to pass			
4	经济	jīngjì	economy			due@2023-12-22 13:18:45
4	轻	qīng	light/gently			due@2023-12-22 21:58:52
3	年轻	niánqīng	young		deck#2	due@2023-12-31 20:07:47
4	停	tíng	stop/park	他们就是让我们停	deck#4	due@2024-01-20 11:06:16
2	从	cóng	from		deck#3	due@2023-12-29 22:04:45
4	从来	cónglái	always/never			due@2023-12-22 21:44:06
2	最	zuì	most (superlative marker)		deck#3	due@2024-01-06 20:01:04
3	最近	zuìjìn	recently		deck#4	due@2024-01-18 19:37:31
3	最后	zuìhòu	final/finally		deck#3	due@2024-01-06 19:50:30
4	最好	zuìhǎo	best		deck#4	due@2024-01-18 19:42:59
3	久	jiǔ	long (temporal)		deck#3	due@2023-12-31 15:15:56
&	欠	qiàn	to owe/lack/yawn			due@2023-12-22 21:52:57
2	次	cì	times (MW), order		deck#4	due@2024-01-20 10:55:20
&	吹	chuī	to blow			
5	砍	kǎn	chop/cut			due@2023-12-22 22:09:25
&	炊	chuī	to cook			due@2023-12-22 22:02:11
3	饮料	yǐnliào	drink (n)			due@2023-12-22 22:00:50
&	欧州	oūzhōu	Europe		deck#3	due@2023-12-29 13:54:50
3	又	yòu	again, also, both, another	今天他又来了。/ 我现在有累锇	deck#4	due@2024-02-05 11:24:26
3	双	shuāng	two/double/ MW for pairs		deck#3	due@2023-12-30 14:41:12
4	反对	fǎnduì	to oppose			due@2023-12-22 22:05:54
5	反应	fǎnyìng	to react/respond			due@2023-12-22 13:30:01
5	反正	fǎnzhèng	anyway			due@2023-12-22 13:21:23
1+	饭	fàn	rice/meal			
5	数	shǔ	to count			
3	数学	shǔxué	math			
3	放	fàng	put/release/let go/send out			
3	放心	fàngxīn	relax		deck#2	due@2023-12-25 15:28:09
4	放松	fàngsōng	relax			
6	放大	fàngdà	enlarge/turn up/zoom			due@2023-12-22 13:45:51
6	攻击	gōngjī	attack/assault			due@2023-12-22 22:04:32
6	攻克	gōngkè	capture/conquer	我可以攻克英语!		
3	才	cái	just,really (adv), not until now/only, ability (n),			
6	才干	cáigàn	ability	我们相信他的才干。	(SYN: 才能)		due@2023-12-22 13:28:22
4	之	zhī	literary possessive particle		deck#5	due@2024-03-18 19:11:52
4	之前	zhíqián	before		deck#3	due@2024-01-13 11:24:17
2	孩子	háizi	child		deck#3	due@2023-12-29 21:57:30
2	两	liǎng	two/both		deck#3	due@2023-12-30 14:35:52
3	辆	liàng	MW for vehicles		deck#3	due@2024-01-07 18:10:42
4	满	mǎn	full/complete		deck#3	due@2024-01-13 11:24:22
3	满意	mǎnyì	to be satisfied	我非常满意。	(SYN: 满足)		
5	满足	mǎnzú	to satisfy/be satisfied			due@2023-12-22 22:12:27
2	错	cuò	mistake/error/incorrect		deck#2	due@2024-01-01 18:13:26
4	错误	cuòwù	mistake		deck#3	due@2023-12-28 11:32:10
3	借	jiè	borrow/lend			
&	音	yīn	sound		deck#3	due@2023-12-31 15:30:25
2	等	děng	wait		deck#3	due@2024-01-06 20:04:18
&	等等	děngděng	and so on			due@2023-12-22 13:17:27
&	堂	táng	hall		deck#2	due@2024-01-01 18:13:07
&	常	cháng	often			
2	非常	fēicháng	very/exceptionally/extremely		deck#3	due@2023-12-31 15:12:29
&	常常	chángcháng	often		deck#3	due@2024-01-06 19:40:39
3	经常	jīngcháng	often,daily		deck#3	due@2024-01-06 19:59:22
!	非	fēi	wrong/blame/not be			due@2023-12-22 21:45:58
&	排	pái	row/MW/put in order			due@2023-12-22 22:13:14
4	安排	ānpái	arrange			due@2023-12-21 11:35:41
6	罪犯	zuìfàn	criminal			
2	希望	xīwàng	to hope		deck#2	due@2024-01-07 11:15:11
1	七	qī	seven		deck#4	due@2024-02-05 11:21:57
&	匕	bǐ	dagger		deck#3	due@2023-12-30 14:39:32
2	比	bǐ	comparison particle		deck#3	due@2023-12-29 13:41:45
3	比赛	bǐsài	match/competition	他想参加比赛。	deck#3	due@2023-12-26 19:12:50
3	比较	bǐjiào	compare		deck#4	due@2024-02-05 11:22:59
&	它	tā	it		deck#4	due@2024-01-29 20:04:14
&	美	měi	beautiful	这幅画太美了。	deck#5	due@2024-03-20 11:05:23
&	美国	měiguó	USA			
&	美元	měiyuán	US dollar		deck#3	due@2024-01-06 20:02:36
2	送	sòng	to send / to see sb off	你可以送我一封信吗？	deck#4	due@2024-01-20 11:03:46
2	长	cháng/zhǎng	long/length;to grow		deck#3	due@2023-12-30 14:31:52
3	张	zhāng	to open/stretch/extend (MW for sheets/paper/furniture)		deck#3	due@2024-01-06 19:42:15
3	矮	ǎi	short, low		deck#3	due@2023-12-30 14:35:34
3	低	dī	low		deck#3	due@2023-12-30 13:59:16
3	短	duǎn	short/owe		deck#2	due@2023-12-25 15:28:41
&	母	mǔ	mother			
2	每	měi	each/every			
&	每天	měitiān	daily		deck#3	due@2023-12-29 21:57:51
2+	海	hǎi	sea/ocean			
2	帮助	bāngzhú	to help			
2	帮忙	bāngmáng	to help			
2	忙	máng	busy		deck#4	due@2024-01-29 19:38:59
3	灯	dēng	light/lamp			
3	秋	qiú	autumn			
4	行	xíng;háng	walk/do/OK/travel/conduct;row		deck#3	due@2023-12-30 13:58:54
5	行为	xíngwéi	behaviour			due@2023-12-22 13:04:41
4	光	guāng	light (abstract), just (adv)			due@2023-12-22 22:10:38
2	妻子	qīzi	wife	别告诉我的妻子！	deck#5	due@2024-03-20 11:04:43
2	丈夫	zhàngfu	husband		deck#2	due@2024-01-07 11:17:52
&	父母	fùmǔ	parents		deck#4	due@2024-01-30 18:09:44
2	离	lí	leave/depart/go away		deck#4	due@2024-01-20 11:02:16
3	离开	líkāi	leave/depart		deck#3	due@2023-12-31 15:29:31
3	难	nán	difficult/hard			
2	慢	mán	slow			
3	容易	róngyì	easy		deck#4	due@2024-01-20 10:53:58
2	虽然	suīrán	although/even though		deck#3	due@2024-01-06 20:03:53
3	突然	tūrán	suddenly		deck#3	due@2023-12-31 15:29:37
5	忽然	hūrán	suddenly			due@2023-12-22 21:56:41
2	身体	shēntǐ	health/body		deck#3	due@2024-01-06 20:07:56
2	票	piào	ticket; banknote; vote		deck#3	due@2024-01-07 18:11:09
2	累	léi	tired		deck#3	due@2023-12-31 15:25:31
5	某	mǒu	certain/particular/some			due@2023-12-22 21:45:49
2	黑	hēi	dark,black		deck#3	due@2023-12-29 21:46:07
2	白	bái	white,bright		deck#4	due@2024-01-21 13:20:45
2	百	bǎi	hundred		deck#4	due@2024-01-29 20:32:42
2	日	rì	sun/day/date		deck#6	due@2024-12-15 11:04:24
！	目	mù	eye/item			
3	耳(朵)	ěr(duo)	ear		deck#4	due@2024-01-21 13:39:57
3	自(己)	zì(jǐ)	(one)self/own		deck#4	due@2024-02-05 11:15:15
4	自然	zìrán	nature/natural/naturally			
4	自信	zìxìn	self-confident			
5	自豪	zìháo	proud			due@2023-12-22 22:08:49
5	自从	zìcóng	since			due@2023-12-22 22:08:43
5	自由	zìyóu	free/freedom		deck#3	due@2023-12-31 15:21:02
5	闻	wén	hear/smell/news		deck#3	due@2023-12-29 13:55:38
！	市	shì	city/market			
4	节	jié	joint/item MW/festival			due@2023-12-22 22:11:35
3	带	dài	to take/bring/lead, belt/tire		deck#3	due@2023-12-31 15:26:40
3	节日	jiérì	festival/holiday	这是我最喜欢的节日。	节=joint/save/item/festival	deck#2	due@2023-12-25 15:20:33
3	节目	jiémù	programme		deck#2	due@2023-12-25 15:20:50
!	季节	jìjié	season			due@2023-12-22 22:03:16
2	休息	xiūxi	to rest		deck#3	due@2023-12-31 15:09:34
4	信息	xìnxī	information			
4	消息	xiāoxi	news		deck#3	due@2023-12-31 15:29:09
5	消失	xiāoshī	to disappear/vanish			
1	和	hé	and		deck#4	due@2024-01-29 19:50:23
4	租	zū	rent/rent out			due@2023-12-22 21:44:26
3	相同	xiāngtóng	same/identical		deck#3	due@2023-12-31 15:28:54
3	相信	xiāngxìn	believe (v)		deck#3	due@2023-12-30 14:17:17
3+	相比	xiāngbǐ	compared to		deck#2	due@2023-12-31 20:01:11
4	相反	xiāngfǎn	opposite			due@2023-12-22 22:03:31
5	相当	xiāngdāng	quite/match/appropriate			due@2023-12-22 22:05:39
4	互相	hùxiāng	eachother/mutually		deck#2	due@2023-12-25 15:32:21
2	哥哥	gege	older brother		deck#5	due@2024-03-20 11:31:17
2	姐姐	jiějie	older sister		deck#3	due@2024-01-13 11:15:50
2	弟弟	dìdì	younger brother		deck#3	due@2023-12-29 13:55:21
2	妹妹	mèimei	younger sister	我妹妹每天晚上看电视。	deck#4	due@2024-01-18 19:05:49
4	云	yún	cloud		deck#4	due@2024-02-05 11:19:22
2	运动	yùndòng	(physical) exercise,sports,movement		deck#3	due@2023-12-31 15:17:44
&	运气	yùnqì	luck (good or bad)			due@2023-12-22 21:48:46
3	层	céng	MW:layer/floor/step	这幢大楼有3层。	deck#3	due@2023-12-26 19:10:46
4	活动	huódòng	activity		deck#3	due@2024-01-06 19:58:45
4	感动	gǎndòng	moved/touched (emotionally)			due@2023-12-22 22:03:49
3	动物	dòngwù	animal		deck#3	due@2024-01-13 11:23:25
4	植物	zhíwù	plant			due@2023-12-22 21:51:19
3	礼物	lǐwù	gift		deck#3	due@2024-01-13 11:21:35
4	礼貌	lǐmào	manners/polite		deck#2	due@2023-12-25 15:18:16
!	包	bāo	wrap/include/surround/bag/parcel	我找不到我的包了。	deck#3	due@2023-12-28 10:56:46
3	饱	bǎo	full			
2	报纸	bàozhǐ	newspaper		deck#2	due@2023-12-25 15:14:39
&	纸	zhǐ	paper		deck#2	due@2023-12-25 15:11:32
5	报告	bàogào	report (v/n)			due@2023-12-22 13:44:46
5	报道	bàodao	report (v/n)			due@2023-12-22 22:09:01
4	报名	bàomíng	register/sign up/registration			due@2023-12-22 13:50:13
2	路	lù	road/path	路两边有许多树。	deck#4	due@2024-01-18 19:07:13
2	跑步	pǎobù	to run		deck#3	due@2023-12-28 11:05:51
&	跳	tiào	jump/beat(heart)/bounce			due@2023-12-22 22:10:09
2	跳舞	tiàowǔ	dance	她喜欢跳舞。	（跳=jump)		due@2023-12-22 22:08:21
4	杂志	zázhì	magazine			due@2023-12-22 13:26:14
2	颜色	yánsè	color		deck#3	due@2023-12-30 14:16:44
2	红(色)	hóng(sè)	red		deck#3	due@2024-01-06 20:02:31
2	蓝(色)	lán(sè)	blue		deck#3	due@2024-01-07 18:13:32
2	绿(色)	lǘ(sè)	green	你们喝绿茶吗？	deck#4	due@2024-01-20 10:55:48
2	黄(色)	huáng(sè)	yellow		deck#3	due@2024-01-13 11:21:41
5	紫(色)	zǐ(sè)	purple			due@2023-12-22 22:11:08
3	脸	liǎn	face		deck#3	due@2024-01-06 19:42:30
